datetime,airport,summary,precipIntensity,precipProbability,precipType,precipAccumulation,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,is_low_vis,is_precip,temp_dew_diff_F
2019-11-30 00:00:00,HIX,Overcast,0.0,0.0,,,37.3,32.11,32.47,0.82,1019.58,6.7,8.06,141.090119887795,1.0,0,10.0,309.69,0,0,4.829999999999998
2019-11-30 01:00:00,HIX,Possible Drizzle,0.0018,0.35,rain,,37.74,33.16,32.1,0.8,1018.31,5.77,7.58,110.00381536661,0.95,0,10.0,309.09,0,1,5.640000000000001
2019-11-30 02:00:00,HIX,Possible Drizzle,0.0062,0.54,rain,,37.6,31.13,32.41,0.83,1017.91,8.04,8.57,112.053620204003,1.0,0,10.0,308.7,0,1,5.190000000000005
2019-11-30 03:00:00,HIX,Light Rain,0.0135,0.71,rain,,36.6,29.78,31.76,0.83,1016.64,8.9,9.84,103.033219769851,1.0,0,10.0,309.4,0,1,4.84
2019-11-30 04:00:00,HIX,Overcast,0.0007,0.06,rain,,36.65,31.12,32.41,0.85,1017.49,6.95,8.95,104.085208661893,1.0,0,10.0,311.82,0,1,4.240000000000002
2019-11-30 05:00:00,HIX,Overcast,0.001,0.1,rain,,37.25,30.79,32.81,0.85,1015.97,8.45,10.48,94.0159662396722,1.0,0,9.49,314.95,0,1,4.439999999999998
2019-11-30 06:00:00,HIX,Overcast,0.0,0.0,,,37.22,30.63,32.46,0.84,1015.88,9.23,10.08,89.0337216657109,1.0,0,9.422,318.35,0,0,4.759999999999998
2019-11-30 07:00:00,HIX,Overcast,0.0,0.0,,,36.98,28.49,32.46,0.83,1015.09,13.08,12.91,99.0333796394629,1.0,0,7.213,324.27,0,0,4.519999999999996
2019-11-30 08:00:00,HIX,Overcast,0.0,0.0,,,36.08,27.36,32.39,0.87,1014.37,13.18,21.81,94.0245163352518,0.93,0,5.829,329.27,0,0,3.6899999999999977
2019-11-30 09:00:00,HIX,Overcast,0.0004,0.04,rain,,35.96,27.49,32.14,0.86,1014.14,12.27,13.34,96.0001670553579,1.0,0,7.558,333.03,0,1,3.82
2019-11-30 10:00:00,HIX,Overcast,0.0012,0.1,rain,,35.74,27.09,32.44,0.88,1012.53,13.33,16.41,101.043627579342,1.0,1,7.824,333.17,0,1,3.3000000000000043
2019-11-30 11:00:00,HIX,Light Rain,0.013,0.78,rain,,35.62,26.0,32.69,0.89,1011.48,15.63,16.65,109.008761349975,1.0,1,8.174,331.62,0,1,2.9299999999999997
2019-11-30 12:00:00,HIX,Rain,0.0526,0.94,rain,,36.26,27.26,32.71,0.87,1009.85,14.8,17.04,110.059759946449,1.0,1,8.368,331.02,0,1,3.549999999999997
2019-11-30 13:00:00,HIX,Light Rain,0.0151,0.77,rain,,37.05,27.95,33.04,0.86,1007.33,15.71,16.42,111.006987696146,1.0,1,8.133,330.2,0,1,4.009999999999998
2019-11-30 14:00:00,HIX,Light Rain,0.011,0.88,rain,,37.35,28.37,33.94,0.88,1005.65,15.44,18.11,111.031545897374,1.0,1,7.505,333.02,0,1,3.4100000000000037
2019-11-30 15:00:00,HIX,Drizzle,0.0064,0.76,rain,,37.7,28.61,34.19,0.88,1005.04,15.42,25.51,117.044832170831,0.97,0,8.695,336.2,0,1,3.510000000000005
2019-11-30 16:00:00,HIX,Overcast,0.0,0.0,,,39.03,30.8,34.58,0.85,1004.39,13.14,16.21,110.090539865228,0.98,0,8.417,338.28,0,0,4.450000000000003
2019-11-30 17:00:00,HIX,Overcast,0.0,0.0,,,38.75,30.28,34.87,0.87,1003.33,15.17,26.6,113.009276456138,0.97,0,8.413,340.65,0,0,3.8800000000000026
2019-11-30 18:00:00,HIX,Overcast,0.0013,0.08,rain,,38.94,29.84,35.28,0.86,1001.71,17.04,17.1,113.014217506443,0.98,0,7.272,343.01,0,1,3.6599999999999966
2019-11-30 19:00:00,HIX,Overcast,0.0021,0.16,rain,,38.5,29.93,35.5,0.9,1000.91,13.9,24.62,113.079007184436,1.0,0,5.689,345.41,0,1,3.0
2019-11-30 20:00:00,HIX,Light Rain,0.012,0.83,rain,,39.24,31.29,35.6,0.87,999.77,14.09,15.9,119.002123597482,1.0,0,4.933,348.3,1,1,3.640000000000001
2019-11-30 21:00:00,HIX,Light Rain,0.0191,0.93,rain,,39.21,32.4,35.78,0.88,998.58,10.83,14.77,122.091115054809,1.0,0,5.972,352.03,0,1,3.4299999999999997
2019-11-30 22:00:00,HIX,Rain,0.0675,0.94,rain,,39.55,33.37,36.75,0.9,997.91,9.48,12.15,127.057340808568,1.0,0,5.848,355.15,0,1,2.799999999999997
2019-11-30 23:00:00,HIX,Rain,0.0875,0.95,rain,,39.65,35.64,37.5,0.92,997.28,5.87,9.25,136.026532170526,1.0,0,4.572,359.31,1,1,2.1499999999999986
2019-12-01 00:00:00,HIX,Possible Drizzle,0.0089,0.49,rain,,39.9,35.34,37.27,0.91,996.13,6.2,7.78,128.08378376442,1.0,0,6.396,368.28,0,1,2.6299999999999955
2019-12-01 01:00:00,HIX,Possible Light Rain,0.0102,0.51,rain,,39.52,35.93,37.84,0.93,994.68,5.35,9.46,121.076879474748,0.99,0,7.629,384.58,0,1,1.6799999999999995
2019-12-01 02:00:00,HIX,Overcast,0.0015,0.05,rain,,40.37,36.77,37.93,0.91,994.62,5.66,5.48,115.034346215816,1.0,0,8.957,405.17,0,1,2.4399999999999977
2019-12-01 03:00:00,HIX,Overcast,0.0009,0.04,rain,,40.49,36.59,38.05,0.92,993.69,5.15,5.22,128.080149659129,1.0,0,9.152,420.14,0,1,2.440000000000005
2019-12-01 04:00:00,HIX,Overcast,0.001,0.07,rain,,40.48,37.03,39.0,0.95,993.27,4.71,9.16,131.020686247067,1.0,0,5.61,423.56,0,1,1.4799999999999969
2019-12-01 05:00:00,HIX,Overcast,0.001,0.1,rain,,40.26,36.82,39.44,0.98,993.04,4.65,10.55,176.060890252619,0.98,0,3.909,421.28,1,1,0.8200000000000003
2019-12-01 06:00:00,HIX,Foggy,0.0003,0.03,rain,,40.25,37.56,39.74,0.99,993.11,4.13,4.68,163.052707495216,0.96,0,1.193,417.25,1,1,0.509999999999998
2019-12-01 07:00:00,HIX,Overcast,0.0,0.0,,,40.18,37.72,39.45,0.97,993.44,4.01,3.8,195.080933852464,0.89,0,2.75,416.93,1,0,0.7299999999999969
2019-12-01 08:00:00,HIX,Overcast,0.0008,0.08,rain,,40.04,34.69,37.66,0.92,993.9,7.47,7.57,225.031526315222,0.9,0,8.096,416.53,0,1,2.3800000000000026
2019-12-01 09:00:00,HIX,Overcast,0.0,0.0,,,39.36,33.01,35.97,0.87,994.11,9.66,9.32,239.039823815147,0.92,0,10.0,417.0,0,0,3.390000000000001
2019-12-01 10:00:00,HIX,Overcast,0.0,0.0,,,39.51,32.57,34.58,0.84,994.45,9.88,10.06,252.076927908991,0.92,1,10.0,418.46,0,0,4.93
2019-12-01 11:00:00,HIX,Overcast,0.0,0.0,,,38.89,31.13,34.06,0.83,994.54,12.49,12.44,253.051275213386,0.95,1,8.652,421.11,0,0,4.829999999999998
2019-12-01 12:00:00,HIX,Overcast,0.0014,0.09,rain,,39.0,31.75,34.48,0.85,995.01,11.15,11.08,259.068483721866,1.0,1,8.171,422.54,0,1,4.520000000000003
2019-12-01 13:00:00,HIX,Possible Drizzle,0.0077,0.41,rain,,37.97,31.07,35.39,0.91,995.73,9.88,9.94,230.063835326431,1.0,1,5.704,416.81,0,1,2.5799999999999983
2019-12-01 14:00:00,HIX,Light Rain,0.019,0.87,rain,,38.25,32.67,35.66,0.92,996.19,7.42,7.69,341.066665763107,1.0,0,6.597,411.29,0,1,2.5900000000000034
2019-12-01 15:00:00,HIX,Light Rain,0.0191,0.95,rain,,37.76,31.72,35.82,0.92,997.68,8.27,8.38,328.089009857054,1.0,0,6.073,408.51,0,1,1.9399999999999975
2019-12-01 16:00:00,HIX,Light Rain,0.0235,0.91,rain,,37.49,30.47,34.96,0.91,999.37,10.24,10.11,330.048613647014,1.0,0,8.408,411.47,0,1,2.530000000000001
2019-12-01 17:00:00,HIX,Overcast,0.0011,0.07,rain,,36.23,29.31,33.27,0.89,1000.58,8.81,10.14,332.06684702219,1.0,0,8.519,417.21,0,1,2.9599999999999937
2019-12-01 18:00:00,HIX,Possible Flurries,0.0011,0.39,snow,0.005,34.54,26.8,31.57,0.9,1002.06,10.44,10.62,328.037452163182,1.0,0,6.296,420.2,0,1,2.969999999999999
2019-12-01 19:00:00,HIX,Light Snow,0.0094,0.88,snow,0.0476,33.95,25.89,30.38,0.87,1003.26,10.74,11.77,318.003184130674,1.0,0,4.847,412.28,1,1,3.570000000000004
2019-12-01 20:00:00,HIX,Light Snow,0.0065,0.73,snow,0.0415,32.72,23.52,29.04,0.87,1004.59,12.07,14.35,326.075417317186,0.99,0,6.442,403.51,0,1,3.68
2019-12-01 21:00:00,HIX,Overcast,0.0009,0.08,snow,0.0058,32.62,22.95,27.66,0.83,1006.04,12.74,14.31,332.018146491591,1.0,0,8.95,396.06,0,1,4.959999999999997
2019-12-01 22:00:00,HIX,Overcast,0.0,0.0,,,32.22,23.09,27.29,0.82,1007.08,12.09,21.78,335.082019018443,1.0,0,9.345,391.45,0,0,4.93
2019-12-01 23:00:00,HIX,Overcast,0.0007,0.01,snow,0.0055,31.51,21.81,27.18,0.84,1007.92,12.86,14.37,326.091364591186,0.99,0,9.17,388.19,0,1,4.330000000000002
2019-12-02 00:00:00,HIX,Overcast,0.002,0.07,snow,0.0161,31.14,20.93,26.35,0.82,1008.59,13.17,14.17,333.06580741574,0.98,0,9.028,381.48,0,1,4.789999999999999
2019-12-02 01:00:00,HIX,Overcast,0.0011,0.01,snow,0.0088,30.83,21.62,26.03,0.81,1009.45,11.23,14.08,332.017012688767,0.94,0,9.357,377.19,0,1,4.799999999999997
2019-12-02 02:00:00,HIX,Overcast,0.0,0.0,,,30.43,20.92,25.38,0.81,1010.6,11.99,13.89,326.033691615279,0.93,0,9.271,373.73,0,0,5.050000000000001
2019-12-02 03:00:00,HIX,Overcast,0.0006,0.01,snow,0.0056,30.4,21.28,24.95,0.81,1012.1,10.65,12.95,319.039119330707,0.91,0,8.65,369.5,0,1,5.449999999999999
2019-12-02 04:00:00,HIX,Overcast,0.0,0.0,,,28.92,19.16,24.88,0.84,1012.71,11.61,13.41,322.007329077812,0.9,0,9.372,365.52,0,0,4.040000000000003
2019-12-02 05:00:00,HIX,Overcast,0.0,0.0,,,29.19,18.9,24.51,0.83,1013.94,12.09,13.27,317.04567670702,0.9,0,10.0,360.62,0,0,4.68
2019-12-02 06:00:00,HIX,Mostly Cloudy,0.0,0.0,,,29.93,20.16,23.6,0.78,1014.49,11.63,20.41,322.057316851451,0.87,0,10.0,353.74,0,0,6.329999999999998
2019-12-02 07:00:00,HIX,Mostly Cloudy,0.0,0.0,,,29.24,19.5,22.2,0.76,1015.62,11.17,19.17,329.033610609931,0.79,0,10.0,347.01,0,0,7.039999999999999
2019-12-02 08:00:00,HIX,Mostly Cloudy,0.0,0.0,,,29.17,19.29,22.98,0.77,1016.24,12.12,11.98,325.018906186958,0.71,0,10.0,340.49,0,0,6.190000000000001
2019-12-02 09:00:00,HIX,Mostly Cloudy,0.0,0.0,,,30.34,20.16,24.13,0.78,1017.51,12.34,12.23,327.008815729493,0.61,0,10.0,335.66,0,0,6.210000000000001
2019-12-02 10:00:00,HIX,Mostly Cloudy,0.0,0.0,,,31.16,22.88,23.79,0.73,1017.61,9.84,9.8,328.062831752273,0.61,1,10.0,332.63,0,0,7.370000000000001
2019-12-02 11:00:00,HIX,Mostly Cloudy,0.0,0.0,,,32.99,26.33,23.97,0.69,1017.21,7.58,7.53,337.001282910925,0.66,1,10.0,331.52,0,0,9.020000000000003
2019-12-02 12:00:00,HIX,Mostly Cloudy,0.0,0.0,,,34.73,30.18,24.46,0.66,1016.56,5.08,4.99,326.03519136831,0.74,1,10.0,336.42,0,0,10.269999999999996
2019-12-02 13:00:00,HIX,Overcast,0.0036,0.06,rain,,34.31,28.71,25.33,0.7,1017.03,6.82,6.45,326.022912976448,0.96,1,10.0,336.63,0,1,8.980000000000004
2019-12-02 14:00:00,HIX,Overcast,0.0006,0.06,rain,,34.43,28.1,25.45,0.69,1017.1,7.54,7.42,302.053199749068,0.98,1,10.0,337.19,0,1,8.98
2019-12-02 15:00:00,HIX,Overcast,0.0006,0.06,snow,0.0032,33.16,25.56,25.41,0.74,1018.18,8.91,8.79,309.072366335112,0.98,0,10.0,338.63,0,1,7.7499999999999964
2019-12-02 16:00:00,HIX,Overcast,0.0006,0.06,snow,0.0028,33.29,26.48,25.82,0.74,1018.2,8.13,7.95,307.090915327564,0.89,0,10.0,342.04,0,1,7.469999999999999
2019-12-02 17:00:00,HIX,Overcast,0.0,0.0,,,32.61,26.45,25.17,0.73,1018.39,6.79,6.83,298.063880083924,0.88,0,10.0,346.16,0,0,7.439999999999998
2019-12-02 18:00:00,HIX,Mostly Cloudy,0.0,0.0,,,31.11,25.79,23.35,0.72,1018.16,5.75,5.34,288.099179309975,0.79,0,10.0,346.81,0,0,7.759999999999998
2019-12-02 19:00:00,HIX,Mostly Cloudy,0.0,0.0,,,31.07,27.36,23.16,0.73,1018.51,3.94,3.78,314.09640591723,0.62,0,10.0,345.31,0,0,7.91
2019-12-02 20:00:00,HIX,Partly Cloudy,0.0,0.0,,,31.18,26.98,23.24,0.72,1018.19,4.29,3.91,226.062999070972,0.37,0,10.0,342.13,0,0,7.940000000000001
2019-12-02 21:00:00,HIX,Partly Cloudy,0.0,0.0,,,30.05,25.73,22.97,0.75,1017.91,3.88,3.99,221.023337318409,0.46,0,10.0,340.12,0,0,7.080000000000002
2019-12-02 22:00:00,HIX,Partly Cloudy,0.0,0.0,,,30.42,25.38,22.66,0.73,1017.29,4.78,4.7,231.048381148264,0.58,0,10.0,340.16,0,0,7.760000000000002
2019-12-02 23:00:00,HIX,Mostly Cloudy,0.0,0.0,,,30.51,24.3,22.26,0.72,1016.35,6.07,5.8,221.017758973057,0.77,0,10.0,341.03,0,0,8.25
2019-12-03 00:00:00,HIX,Mostly Cloudy,0.0,0.0,,,30.31,23.33,23.39,0.75,1015.89,6.9,6.9,218.099195777279,0.85,0,10.0,342.62,0,0,6.919999999999998
2019-12-03 01:00:00,HIX,Overcast,0.0,0.0,,,30.39,22.5,23.32,0.75,1015.23,8.42,8.34,214.044449992015,0.91,0,10.0,341.71,0,0,7.07
2019-12-03 02:00:00,HIX,Overcast,0.0,0.0,,,30.05,21.67,23.1,0.76,1014.78,9.35,9.44,220.075165015803,0.96,0,10.0,339.87,0,0,6.949999999999999
2019-12-03 03:00:00,HIX,Overcast,0.0,0.0,,,29.82,21.35,23.17,0.76,1014.36,8.89,8.86,217.004412985601,1.0,0,10.0,338.64,0,0,6.649999999999999
2019-12-03 04:00:00,HIX,Overcast,0.0,0.0,,,28.42,20.09,23.4,0.81,1013.43,8.35,9.78,219.013472760064,1.0,0,10.0,338.87,0,0,5.020000000000003
2019-12-03 05:00:00,HIX,Overcast,0.0,0.0,,,29.12,20.46,23.83,0.8,1011.97,8.9,10.29,207.019317697004,1.0,0,10.0,339.37,0,0,5.290000000000003
2019-12-03 06:00:00,HIX,Overcast,0.0,0.0,,,28.76,20.13,23.85,0.81,1011.2,9.4,10.54,198.02563623473,1.0,0,10.0,339.37,0,0,4.91
2019-12-03 07:00:00,HIX,Overcast,0.0,0.0,,,29.96,20.65,24.27,0.8,1010.32,10.4,11.61,201.035204753045,0.98,0,10.0,342.26,0,0,5.690000000000001
2019-12-03 08:00:00,HIX,Overcast,0.0,0.0,,,30.05,21.01,24.51,0.8,1009.17,10.37,13.24,207.027192985233,0.99,0,10.0,346.08,0,0,5.539999999999999
2019-12-03 09:00:00,HIX,Overcast,0.0003,0.02,snow,0.0022,30.78,21.82,25.03,0.79,1009.0,10.33,25.9,205.043426858361,1.0,0,10.0,348.89,0,1,5.75
2019-12-03 10:00:00,HIX,Overcast,0.0,0.0,,,32.94,23.86,25.4,0.74,1008.06,12.18,13.95,210.042035731674,0.97,1,10.0,348.49,0,0,7.539999999999999
2019-12-03 11:00:00,HIX,Mostly Cloudy,0.0,0.0,,,33.62,25.41,25.66,0.72,1007.26,11.42,13.17,220.010862083448,0.82,1,10.0,346.96,0,0,7.959999999999997
2019-12-03 12:00:00,HIX,Partly Cloudy,0.0,0.0,,,35.51,27.98,26.53,0.7,1006.01,10.39,12.0,227.006260877483,0.56,1,10.0,358.48,0,0,8.979999999999997
2019-12-03 13:00:00,HIX,Clear,0.0042,0.07,rain,,37.57,30.25,27.86,0.68,1004.96,10.65,12.14,230.035506144693,0.24,1,10.0,366.04,0,1,9.71
2019-12-03 14:00:00,HIX,Clear,0.0017,0.06,rain,,39.54,32.23,28.26,0.64,1004.27,12.12,19.53,233.008878890487,0.14,1,10.0,374.38,0,1,11.279999999999998
2019-12-03 15:00:00,HIX,Clear,0.0,0.0,,,39.32,32.31,28.95,0.66,1004.4,10.38,18.92,229.043320031388,0.08,0,10.0,378.8,0,0,10.37
2019-12-03 16:00:00,HIX,Clear,0.0,0.0,,,39.05,32.55,29.39,0.69,1004.26,9.5,11.56,235.000856121477,0.08,0,10.0,375.32,0,0,9.659999999999997
2019-12-03 17:00:00,HIX,Partly Cloudy,0.0,0.0,,,38.48,32.54,29.46,0.7,1004.21,8.17,11.17,235.053580101861,0.33,0,10.0,367.15,0,0,9.019999999999996
2019-12-03 18:00:00,HIX,Partly Cloudy,0.0,0.0,,,38.34,32.1,30.28,0.73,1004.64,8.63,20.71,231.007348399272,0.46,0,10.0,360.91,0,0,8.060000000000002
2019-12-03 19:00:00,HIX,Clear,0.0,0.0,,,37.77,31.07,30.58,0.76,1004.39,9.28,17.82,243.06942059147,0.25,0,10.0,357.06,0,0,7.190000000000005
2019-12-03 20:00:00,HIX,Clear,0.0,0.0,,,37.67,31.27,31.22,0.78,1004.03,8.51,16.36,250.040420726708,0.22,0,10.0,354.41,0,0,6.450000000000003
2019-12-03 21:00:00,HIX,Clear,0.0,0.0,,,36.44,30.25,30.01,0.79,1003.9,7.4,10.42,247.098534817489,0.14,0,10.0,352.16,0,0,6.429999999999996
2019-12-03 22:00:00,HIX,Partly Cloudy,0.0,0.0,,,35.59,29.07,29.74,0.79,1003.12,8.15,10.64,220.026254001972,0.34,0,10.0,350.57,0,0,5.850000000000005
2019-12-03 23:00:00,HIX,Clear,0.0,0.0,,,35.27,28.31,29.16,0.78,1002.64,9.18,11.29,297.047251074041,0.23,0,10.0,350.0,0,0,6.110000000000003
2019-12-04 00:00:00,HIX,Clear,0.0,0.0,,,34.59,26.3,28.47,0.79,1002.37,10.98,14.0,270.075081494124,0.21,0,10.0,341.43,0,0,6.1200000000000045
2019-12-04 01:00:00,HIX,Partly Cloudy,0.0,0.0,,,34.07,25.92,27.08,0.76,1002.49,10.46,14.97,263.033483054052,0.35,0,10.0,334.8,0,0,6.990000000000002
2019-12-04 02:00:00,HIX,Clear,0.0,0.0,,,33.41,24.86,26.33,0.75,1002.95,11.07,14.45,281.034836702067,0.22,0,10.0,327.24,0,0,7.079999999999998
2019-12-04 03:00:00,HIX,Clear,0.0,0.0,,,32.67,24.68,24.91,0.73,1003.17,9.89,13.64,275.063912793723,0.04,0,10.0,322.3,0,0,7.760000000000002
2019-12-04 04:00:00,HIX,Clear,0.0,0.0,,,31.26,23.19,24.58,0.77,1003.17,9.49,13.56,263.096968607727,0.13,0,10.0,322.99,0,0,6.680000000000003
2019-12-04 05:00:00,HIX,Clear,0.0,0.0,,,31.03,22.37,25.02,0.78,1003.19,10.54,21.32,276.088388013812,0.14,0,10.0,326.48,0,0,6.010000000000002
2019-12-04 06:00:00,HIX,Clear,0.0,0.0,,,31.59,22.78,24.47,0.75,1003.63,10.6,14.77,271.041903781939,0.12,0,10.0,325.02,0,0,7.120000000000001
2019-12-04 07:00:00,HIX,Clear,0.0,0.0,,,31.76,23.01,24.84,0.75,1004.24,10.79,13.9,270.071771790735,0.13,0,10.0,321.08,0,0,6.920000000000002
2019-12-04 08:00:00,HIX,Clear,0.0,0.0,,,32.97,24.09,25.4,0.74,1004.6,11.33,14.75,290.067905195165,0.17,0,10.0,315.5,0,0,7.57
2019-12-04 09:00:00,HIX,Clear,0.0,0.0,,,34.81,25.89,26.61,0.72,1005.05,13.08,16.66,283.03721096193,0.13,1,10.0,310.96,0,0,8.200000000000003
2019-12-04 10:00:00,HIX,Clear,0.0,0.0,,,36.78,28.55,27.25,0.68,1005.43,12.84,23.85,283.02349634375,0.13,1,10.0,309.7,0,0,9.53
2019-12-04 11:00:00,HIX,Clear,0.0,0.0,,,38.67,30.89,27.98,0.65,1005.64,13.01,15.64,288.007837647814,0.2,2,10.0,309.82,0,0,10.69
2019-12-04 12:00:00,HIX,Clear,0.0,0.0,,,40.89,32.49,28.55,0.62,1005.38,15.91,25.59,288.087890893688,0.19,2,10.0,310.67,0,0,12.34
2019-12-04 13:00:00,HIX,Clear,0.0,0.0,,,42.31,34.41,28.54,0.58,1005.56,16.55,30.61,298.005715921341,0.2,1,10.0,310.37,0,0,13.770000000000003
2019-12-04 14:00:00,HIX,Clear,0.0,0.0,,,42.8,34.54,27.94,0.56,1005.99,17.18,30.61,297.051869612476,0.2,1,10.0,310.74,0,0,14.859999999999996
2019-12-04 15:00:00,HIX,Clear,0.0,0.0,,,42.29,35.46,28.36,0.58,1007.39,12.36,25.19,295.053753637751,0.19,0,10.0,310.19,0,0,13.93
2019-12-04 16:00:00,HIX,Clear,0.0,0.0,,,41.65,34.91,28.46,0.6,1007.72,11.78,23.08,288.014613923366,0.18,0,10.0,309.01,0,0,13.189999999999998
2019-12-04 17:00:00,HIX,Partly Cloudy,0.0,0.0,,,40.2,33.56,28.93,0.64,1008.79,10.41,12.66,288.065593171695,0.41,0,10.0,307.79,0,0,11.270000000000003
2019-12-04 18:00:00,HIX,Partly Cloudy,0.0,0.0,,,39.95,34.06,28.97,0.64,1009.58,9.04,11.16,277.091582319357,0.56,0,10.0,306.45,0,0,10.980000000000004
2019-12-04 19:00:00,HIX,Partly Cloudy,0.0,0.0,,,38.71,33.0,28.73,0.67,1010.76,7.86,10.85,289.077613296982,0.51,0,10.0,304.44,0,0,9.98
2019-12-04 20:00:00,HIX,Clear,0.0,0.0,,,36.82,31.15,28.4,0.73,1011.76,6.65,9.83,295.038925926662,0.08,0,10.0,302.34,0,0,8.420000000000002
2019-12-04 21:00:00,HIX,Clear,0.0,0.0,,,35.59,30.65,28.35,0.74,1012.74,5.78,15.27,297.012646995883,0.06,0,10.0,300.76,0,0,7.240000000000002
2019-12-04 22:00:00,HIX,Clear,0.0,0.0,,,34.2,30.29,27.51,0.77,1012.99,4.7,8.54,289.097492956622,0.06,0,10.0,300.84,0,0,6.690000000000001
2019-12-04 23:00:00,HIX,Clear,0.0,0.0,,,32.92,27.75,26.19,0.76,1013.43,5.88,8.74,303.051710348665,0.13,0,10.0,301.45,0,0,6.73
2019-12-05 00:00:00,HIX,Clear,0.0,0.0,,,32.26,28.51,25.09,0.74,1013.6,4.21,5.15,281.062961762523,0.02,0,10.0,301.89,0,0,7.169999999999998
2019-12-05 01:00:00,HIX,Clear,0.0,0.0,,,31.13,26.17,24.14,0.76,1014.1,4.38,4.68,293.080227664552,0.06,0,10.0,303.62,0,0,6.989999999999998
2019-12-05 02:00:00,HIX,Clear,0.0,0.0,,,30.14,26.52,23.4,0.76,1014.54,3.37,4.13,237.038624616289,0.07,0,10.0,306.05,0,0,6.740000000000002
2019-12-05 03:00:00,HIX,Clear,0.0,0.0,,,28.96,25.27,22.74,0.78,1015.5,3.33,3.54,256.006205576466,0.09,0,10.0,308.46,0,0,6.220000000000002
2019-12-05 04:00:00,HIX,Clear,0.0,0.0,,,27.74,23.5,22.29,0.8,1015.82,3.69,3.66,249.013601579111,0.11,0,10.0,310.36,0,0,5.449999999999999
2019-12-05 05:00:00,HIX,Clear,0.0,0.0,,,27.75,27.16,22.32,0.81,1015.95,3.13,2.99,256.066844713703,0.14,0,10.0,311.78,0,0,5.43
2019-12-05 06:00:00,HIX,Clear,0.0,0.0,,,27.34,27.27,22.32,0.81,1016.68,2.46,2.53,240.034953968562,0.03,0,10.0,311.67,0,0,5.02
2019-12-05 07:00:00,HIX,Clear,0.0,0.0,,,27.12,26.78,22.33,0.82,1017.13,1.85,1.9,232.087107720776,0.06,0,10.0,312.79,0,0,4.790000000000003
2019-12-05 08:00:00,HIX,Clear,0.0,0.0,,,28.0,27.84,23.14,0.83,1017.64,2.37,2.48,214.074016450882,0.09,0,10.0,313.93,0,0,4.859999999999999
2019-12-05 09:00:00,HIX,Clear,0.0,0.0,,,32.22,28.94,25.67,0.77,1018.1,3.3,3.3,197.098043914669,0.1,1,10.0,314.93,0,0,6.549999999999997
2019-12-05 10:00:00,HIX,Clear,0.0,0.0,,,35.89,31.4,26.49,0.69,1018.34,5.17,5.23,194.066883435436,0.19,1,10.0,315.71,0,0,9.400000000000002
2019-12-05 11:00:00,HIX,Clear,0.0,0.0,,,38.67,32.89,26.86,0.63,1017.68,7.93,7.86,201.030380577914,0.3,1,10.0,316.83,0,0,11.810000000000002
2019-12-05 12:00:00,HIX,Clear,0.0,0.0,,,42.42,37.04,28.44,0.57,1016.9,9.12,8.92,191.079110915791,0.14,2,10.0,319.97,0,0,13.98
2019-12-05 13:00:00,HIX,Partly Cloudy,0.0,0.0,,,44.57,39.63,29.08,0.55,1015.91,8.57,8.6,196.002825803428,0.41,1,10.0,322.36,0,0,15.490000000000002
2019-12-05 14:00:00,HIX,Partly Cloudy,0.0,0.0,,,44.95,40.39,29.65,0.55,1015.27,7.94,7.99,181.052159077171,0.51,1,10.0,325.5,0,0,15.300000000000004
2019-12-05 15:00:00,HIX,Partly Cloudy,0.0,0.0,,,44.22,39.45,30.8,0.59,1014.94,7.9,8.58,184.08713946679,0.55,0,10.0,327.53,0,0,13.419999999999998
2019-12-05 16:00:00,HIX,Partly Cloudy,0.0,0.0,,,43.82,40.31,32.08,0.63,1014.97,5.93,8.95,189.051471914021,0.57,0,10.0,327.46,0,0,11.740000000000002
2019-12-05 17:00:00,HIX,Partly Cloudy,0.0,0.0,,,42.06,38.51,31.38,0.66,1015.0,5.83,8.67,182.013737149793,0.59,0,10.0,326.21,0,0,10.680000000000003
2019-12-05 18:00:00,HIX,Mostly Cloudy,0.0,0.0,,,42.41,38.31,32.77,0.68,1014.45,6.23,8.38,168.050012251068,0.63,0,10.0,326.67,0,0,9.639999999999992
2019-12-05 19:00:00,HIX,Mostly Cloudy,0.0,0.0,,,42.54,38.59,33.22,0.7,1014.53,6.21,8.94,178.054545774107,0.64,0,10.0,328.15,0,0,9.32
2019-12-05 20:00:00,HIX,Mostly Cloudy,0.0,0.0,,,43.16,39.33,34.12,0.71,1014.33,5.98,9.46,186.036900054831,0.66,0,10.0,329.82,0,0,9.04
2019-12-05 21:00:00,HIX,Mostly Cloudy,0.0,0.0,,,41.88,38.51,34.07,0.74,1014.32,5.42,8.79,190.089343356021,0.67,0,10.0,330.58,0,0,7.810000000000002
2019-12-05 22:00:00,HIX,Partly Cloudy,0.0,0.0,,,41.73,38.12,34.14,0.75,1013.86,4.97,8.95,218.034008085052,0.58,0,10.0,329.67,0,0,7.589999999999996
2019-12-05 23:00:00,HIX,Partly Cloudy,0.0,0.0,,,41.49,36.69,34.14,0.76,1014.1,7.25,9.34,222.027175138838,0.59,0,10.0,327.64,0,0,7.350000000000001
2019-12-06 00:00:00,HIX,Partly Cloudy,0.0,0.0,,,41.4,36.4,34.78,0.77,1013.79,8.03,9.8,225.050630148681,0.54,0,10.0,325.61,0,0,6.619999999999997
